@relation relationship 
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999963,-1.0,1.0,1.0,0.999914,-1.0,1.0,0.873132,1.0,-0.999986,1.0,-1.0,-0.999995,-0.252428,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.999994,0.999999,0.999525,-1.0,-1.0,1.0,-1.0,1.0,0.99978,0.988933,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.987759,-1.0,1.0,1.0,1.0,-0.999999,1.0,0.961207,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.971651,1.0,-1.0,1.0,-0.999829,-1.0,-1.0,0.599679,1.0,-1.0,0.968897,1.0,-1.0,1.0,-1.0,0.796516,-1.0,1.0,-1.0,-0.972399,-1.0,0.949048,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.999164,-0.999528,-0.999894,0.98011,1.0,1.0,-1.0,1.0,0.99498,-1.0,1.0,1.0,1.0,1.0,1.0,-0.999998,1.0,1.0,0.94208,1.0,-0.999323,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.769265,-0.999952,-1.0,1.0,-0.977116,-1.0,1.0,1.0,-0.999999,1.0,-1.0,-0.976428,-1.0,-0.999946,-1.0,-1.0,-0.999975,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.991083,1.0,-1.0,-1.0,1.0,0.999996,-1.0,-1.0,1.0,-1.0,0.999709,1.0,-1.0,1.0,0.110512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.999767,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.994889,1.0,-1.0,1.0,1.0,-1.0,1.0,0.999999,1.0,1.0,1.0,-0.99998,-1.0,-0.999978,1.0,1.0,-1.0,-0.999997,0.754398,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.848331,0.999999,-1.0,1.0,-1.0,-1.0,-1.0,-0.999999,-1.0,-1.0,-1.0,-1.0,-1.0,0.999981,0.999963,-0.999282,-1.0,1.0,-1.0,-0.999995,-1.0,1.0,-1.0,1.0,-1.0,0.703736,0.999991,1.0,-0.999992,-1.0,-1.0,-1.0,0.687959,-1.0,0.916912,1,0,0,0,1,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.999966,-1.0,0.981122,0.995559,1.0,0.997276,1.0,-1.0,-0.998034,0.999992,0.128094,-1.0,1.0,0.907091,0.999896,-1.0,1.0,-1.0,-0.975721,1.0,0.99999,-1.0,-1.0,0.895172,-1.0,1.0,1.0,0.966024,-1.0,-0.999998,1.0,-1.0,-1.0,-0.859502,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.841423,1.0,-1.0,-1.0,-1.0,-0.900024,-1.0,1.0,1.0,1.0,0.999997,1.0,-1.0,-1.0,1.0,-1.0,0.991181,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.998675,1.0,-0.998115,1.0,-0.999811,0.927095,-1.0,-0.999802,1.0,-1.0,-1.0,-0.999996,0.999977,0.997352,-1.0,0.999964,0.999948,1.0,-1.0,0.605884,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999982,0.999679,1.0,0.999977,1.0,-1.0,1.0,0.999998,-1.0,1.0,1.0,1.0,-0.887729,-0.949591,-0.987725,-0.995279,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.998676,-1.0,1.0,1.0,-1.0,-0.998425,-1.0,1.0,0.999975,-1.0,1.0,1.0,1.0,1.0,0.83515,-1.0,-1.0,-0.999999,-1.0,-1.0,-0.998672,1.0,-1.0,-0.969021,1.0,1.0,1.0,1.0,-1.0,-0.999984,0.999999,-1.0,-1.0,-0.499905,1.0,0.923093,-0.0744741,1.0,-1.0,0.999987,1.0,-1.0,1.0,1.0,-0.999666,1.0,1.0,1.0,1.0,1.0,1.0,0.995522,-0.192963,1.0,-1.0,-1.0,-0.0300524,-1.0,1.0,-1.0,-0.998247,1.0,-1.0,1.0,1.0,-1.0,1.0,0.979424,1.0,-1.0,1.0,-1.0,-1.0,0.976445,1.0,1.0,-1.0,-0.999991,-0.98064,-0.99891,-1.0,-0.999999,1.0,1.0,1.0,-1.0,-0.999924,-0.999877,-1.0,1.0,-1.0,-1.0,-1.0,-0.999984,-1.0,-1.0,-1.0,-1.0,-1.0,0.999998,-0.999972,0.946367,-1.0,0.993774,-1.0,-1.0,-1.0,0.999986,-1.0,1.0,-1.0,-0.999339,1.0,1.0,0.999993,-1.0,-1.0,-1.0,-1.0,-0.999843,1.0,1,0,0,0,1,0
-1.0,-1.0,-1.0,1.0,1.0,0.770164,1.0,0.999043,1.0,0.998867,-1.0,0.596181,1.0,-1.0,-1.0,1.0,0.999985,1.0,-0.972009,1.0,0.943015,-1.0,1.0,-1.0,-1.0,-0.703946,0.286078,1.0,-1.0,1.0,-0.999523,-1.0,0.999997,0.997369,0.999846,0.953804,-0.668775,0.990176,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.787795,-1.0,1.0,1.0,1.0,-0.999992,1.0,0.943795,-1.0,1.0,-1.0,-1.0,-0.999874,1.0,-1.0,-1.0,-1.0,1.0,0.999644,0.999999,1.0,1.0,-0.999961,-1.0,-1.0,0.943522,1.0,-1.0,-1.0,-1.0,-0.0172296,0.984484,-1.0,-0.998807,1.0,1.0,-1.0,-1.0,-1.0,-0.999844,-1.0,-1.0,-0.999999,-1.0,1.0,0.906264,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.999999,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.999912,0.986692,1.0,-1.0,1.0,0.999999,1.0,-1.0,-1.0,1.0,0.999923,-1.0,1.0,1.0,0.999998,-0.873893,-1.0,1.0,-0.994807,-1.0,1.0,1.0,1.0,1.0,1.0,0.954482,-1.0,1.0,-1.0,-1.0,0.999992,1.0,-1.0,-1.0,1.0,1.0,1.0,0.472659,-1.0,1.0,1.0,-1.0,-1.0,-0.860318,0.999407,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.999241,1.0,1.0,1.0,1.0,1.0,0.977198,1.0,1.0,1.0,-0.819297,0.999973,1.0,-1.0,-1.0,-0.999995,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.978358,1.0,-1.0,1.0,0.999848,1.0,1.0,-0.619761,-0.551769,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.609334,1.0,1.0,0.999987,-1.0,0.997508,0.992962,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.999864,-1.0,0.888073,-1.0,-1.0,-0.999999,1.0,-1.0,1.0,-1.0,-0.999988,1.0,1.0,0.967349,-1.0,-1.0,-1.0,-1.0,-1.0,0.984129,1,0,1,0,1,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.999691,1.0,-1.0,1.0,1.0,0.952523,-1.0,1.0,-0.990731,1.0,-0.999999,1.0,-0.99996,0.960675,1.0,-0.999794,-1.0,1.0,1.0,1.0,-1.0,1.0,0.741922,-0.99987,0.999999,1.0,-0.999995,-1.0,1.0,-1.0,1.0,1.0,-0.997841,-1.0,1.0,0.999999,-1.0,-1.0,-0.998169,1.0,-1.0,1.0,-1.0,1.0,-0.999929,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.99744,-1.0,1.0,1.0,1.0,-0.999825,1.0,-0.15797,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.999999,-1.0,-1.0,1.0,0.97757,0.999907,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.999999,1.0,-1.0,1.0,-1.0,1.0,-0.999993,1.0,-1.0,-1.0,-1.0,0.995318,-1.0,-1.0,1.0,-1.0,1.0,-0.934174,1.0,1.0,-1.0,-1.0,0.890047,-0.990823,0.999987,1.0,1.0,-1.0,1.0,0.999693,-1.0,1.0,1.0,1.0,0.999717,0.999991,0.998142,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.999842,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.999796,-1.0,1.0,1.0,-0.998768,1.0,0.975836,-1.0,-1.0,-0.999999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.999997,-0.999809,-0.999945,-1.0,1.0,-1.0,0.549625,1.0,-1.0,1.0,0.982768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996466,0.99999,1.0,-1.0,-1.0,-0.999872,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.999998,-0.882782,1.0,0.999964,1.0,1.0,1.0,0.151347,-0.914633,-0.993091,1.0,0.999815,-1.0,-0.986417,1.0,-0.976798,-1.0,-0.99991,1.0,1.0,1.0,-1.0,0.376521,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999406,0.999996,-0.999994,-1.0,1.0,-0.82533,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.999993,0.999393,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.999933,1.0,0.999665,-1.0,0.999991,-1.0,-1.0,-1.0,0.999999,1.0,1.0,1.0,-0.998273,0.999431,-1.0,1.0,0.222742,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.999998,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.999785,0.999057,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.999819,0.906909,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.999912,1.0,0.112398,-1.0,-1.0,0.993697,1.0,-1.0,0.999222,0.999999,-1.0,1.0,-1.0,-0.999991,-1.0,1.0,-1.0,0.999999,-1.0,1.0,-1.0,-1.0,-0.404158,-1.0,1.0,-0.999285,1.0,1.0,-1.0,-1.0,-0.999909,-1.0,0.999972,1.0,1.0,-1.0,1.0,0.749234,-1.0,-0.9906,1.0,1.0,1.0,1.0,0.996075,-1.0,1.0,-0.621777,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.99998,-0.998858,-1.0,1.0,-0.934663,-1.0,1.0,1.0,-1.0,1.0,-1.0,-0.999949,-1.0,1.0,-0.999986,-1.0,-0.999992,1.0,-1.0,0.44168,1.0,1.0,1.0,1.0,-1.0,0.999989,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.999974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.991215,1.0,-1.0,-1.0,0.782784,-1.0,1.0,-1.0,0.998323,1.0,-1.0,0.999996,1.0,1.0,1.0,0.758194,1.0,1.0,1.0,0.999999,-1.0,-1.0,1.0,1.0,-1.0,-0.791745,1.0,-1.0,-1.0,0.929835,1.0,1.0,0.999458,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.999963,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.999999,-1.0,1.0,-0.96866,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,1,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.999967,-1.0,0.99123,-0.999989,-0.829252,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.999998,0.999997,-0.999998,-1.0,1.0,1.0,0.999903,-1.0,1.0,0.999157,-0.99999,0.998652,0.999926,-0.999865,-0.979048,0.999992,-0.952565,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.671922,-1.0,1.0,-0.999991,1.0,1.0,-1.0,-1.0,-0.999728,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.999982,0.992596,0.999984,-1.0,1.0,-1.0,-0.994864,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.999954,1.0,-1.0,1.0,-0.0740006,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999976,-0.737009,-1.0,1.0,1.0,1.0,-1.0,-0.888325,-0.999975,1.0,-1.0,-1.0,1.0,0.99963,1.0,1.0,1.0,0.999814,-1.0,-1.0,-0.999538,-0.999858,1.0,-1.0,1.0,-1.0,1.0,0.999992,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.51407,-1.0,1.0,0.993176,-0.940233,0.999997,-1.0,1.0,-0.999999,-1.0,1.0,1.0,1.0,1.0,0.802032,0.999278,-1.0,0.991817,-1.0,-1.0,1.0,1.0,-1.0,-0.999998,1.0,1.0,1.0,-0.999995,-1.0,-1.0,0.999964,-1.0,-1.0,-1.0,1.0,0.975979,0.748454,1.0,-0.997535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999246,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.999927,-1.0,1.0,-1.0,0.655551,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.920838,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.99996,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999899,1.0,1.0,-1.0,-1.0,0.999996,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.998451,1.0,1.0,-0.910349,-0.999798,-1.0,-0.981284,-1.0,-1.0,-0.120718,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,-0.999947,1.0,1.0,1.0,1.0,0.999715,1.0,1.0,-1.0,-1.0,0.637227,-0.65778,1.0,0.998686,1.0,0.999992,-0.999371,1.0,-0.998023,-1.0,0.999998,-0.999887,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.99967,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.505908,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.820327,1.0,0.79211,1.0,-0.99997,-1.0,-1.0,-0.976303,1.0,-1.0,0.996713,-0.899177,-0.999346,0.922061,-1.0,0.999994,-0.853276,1.0,-1.0,-0.99986,-1.0,0.678887,-1.0,-1.0,0.999998,-1.0,1.0,0.951727,1.0,1.0,-1.0,-1.0,-0.999994,0.999765,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.890032,-0.999999,1.0,0.985534,1.0,1.0,1.0,-1.0,-1.0,1.0,0.999127,-1.0,1.0,1.0,-1.0,-0.255006,-1.0,1.0,1.0,-1.0,1.0,1.0,0.999998,1.0,1.0,-0.998697,-1.0,0.999658,-1.0,-1.0,-0.999992,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.999587,1.0,-1.0,-1.0,0.864628,0.996405,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999,-0.6271,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.999992,1.0,-1.0,1.0,1.0,0.982946,1.0,-0.999995,1.0,0.830236,1.0,0.938604,-0.963116,-0.961758,1.0,1.0,-1.0,-0.635258,0.873985,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.999999,-0.705416,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.963523,-1.0,1.0,-0.955204,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.999578,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.995752,1,0,0,1,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.999977,1.0,0.999954,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.99997,1.0,-0.330029,0.999997,-1.0,-0.168943,0.99996,-1.0,-1.0,1.0,0.955892,1.0,-1.0,1.0,-1.0,-0.999996,-0.997994,1.0,-1.0,-0.999861,-1.0,-0.999995,1.0,1.0,-0.116237,-1.0,0.994669,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.998411,1.0,-1.0,-1.0,-1.0,-0.533462,-1.0,1.0,1.0,1.0,-0.879959,-0.357159,0.100042,-1.0,1.0,-1.0,-0.999736,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.769609,1.0,0.991868,1.0,-0.984368,0.895709,-1.0,0.999898,1.0,-1.0,-0.97855,-0.999519,-0.99877,1.0,-1.0,-0.999884,1.0,1.0,-1.0,0.563632,-1.0,0.999938,-1.0,-1.0,1.0,-1.0,1.0,0.923919,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.575266,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.952989,1.0,1.0,-0.999951,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.828782,-1.0,1.0,1.0,-0.986445,0.987047,-1.0,1.0,-0.997865,-1.0,1.0,1.0,1.0,1.0,-0.447007,0.999994,-1.0,0.818231,-1.0,-1.0,-0.99999,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.999991,-1.0,-1.0,0.210279,0.999946,-0.181048,-1.0,1.0,-1.0,-0.994245,1.0,-0.999779,1.0,0.999506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999212,1.0,1.0,-1.0,-1.0,0.999995,-1.0,1.0,-1.0,-0.967484,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.978528,1.0,0.6118,1.0,0.999993,-1.0,-0.700469,1.0,1.0,-1.0,0.999448,0.75231,-1.0,-1.0,0.999998,1.0,1.0,1.0,-1.0,-0.994742,0.999628,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999977,0.999994,0.990755,-1.0,0.902466,-1.0,-1.0,-0.999975,1.0,-1.0,1.0,-1.0,-0.999989,1.0,1.0,0.999996,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.999187,1.0,-0.315658,1.0,-1.0,0.076144,1.0,-1.0,-1.0,0.999999,0.996723,1.0,-1.0,1.0,-0.999994,-0.999999,0.99527,1.0,0.585915,-0.999998,1.0,-1.0,1.0,1.0,-0.939845,-1.0,1.0,1.0,-1.0,-1.0,-0.993072,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.997013,1.0,-1.0,-1.0,-1.0,-0.98848,-1.0,1.0,1.0,1.0,-0.684735,0.999999,-0.991966,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.995919,1.0,-0.99999,1.0,-0.997045,-0.387967,-1.0,-1.0,1.0,-1.0,0.962788,0.709432,-1.0,0.99987,-1.0,0.999997,0.987213,1.0,-1.0,-0.999986,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.999996,1.0,1.0,-1.0,-1.0,-0.624641,0.996224,1.0,-0.195064,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.905019,0.989447,0.997006,-0.978982,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.350702,-1.0,1.0,0.996712,-0.92847,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.999997,-1.0,-1.0,-0.999906,-1.0,-1.0,-0.999992,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.796256,0.999953,0.999308,-0.999981,1.0,-1.0,0.999997,1.0,0.48941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.301415,1.0,1.0,-1.0,-1.0,-0.88993,-1.0,1.0,-1.0,-0.997234,1.0,-1.0,1.0,1.0,-0.975126,1.0,-0.999995,1.0,0.998748,1.0,0.963263,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.999974,-1.0,-0.815275,1.0,1.0,1.0,-1.0,-0.982579,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.983371,1.0,-0.491404,-1.0,0.85059,-0.999972,-1.0,-0.999996,0.368215,-1.0,1.0,-1.0,0.999764,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999996,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.999996,0.893958,1.0,-1.0,1.0,-1.0,-0.999998,0.999106,-0.999997,-1.0,1.0,0.999858,1.0,-1.0,1.0,-0.999572,-0.999632,0.599543,0.999866,-0.947801,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.942418,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.109146,1.0,-1.0,-1.0,-1.0,-0.999839,-1.0,1.0,0.999997,1.0,0.0517442,1.0,-0.416133,-1.0,1.0,-1.0,0.999977,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.999223,-1.0,1.0,0.894741,0.754368,-1.0,-1.0,1.0,-1.0,0.998981,0.999992,-1.0,1.0,-1.0,0.99999,-0.999498,1.0,-1.0,-0.999996,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999942,-0.0520236,1.0,0.991924,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.558397,-0.238556,0.99854,0.993575,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.890957,-1.0,1.0,1.0,-0.993041,-0.970601,-1.0,1.0,1.0,-1.0,1.0,1.0,0.999947,1.0,1.0,-1.0,-1.0,0.997055,-1.0,-1.0,-0.998882,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.297134,-0.997962,0.318802,-1.0,1.0,-1.0,0.999808,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998683,1.0,1.0,-1.0,-1.0,0.948709,-1.0,1.0,-1.0,-0.986844,1.0,-1.0,1.0,1.0,-0.999999,1.0,-0.99999,1.0,1.0,1.0,0.999503,-1.0,-0.951808,1.0,0.999998,-1.0,-1.0,0.999797,0.976711,-1.0,-0.210411,1.0,1.0,1.0,-1.0,-0.964976,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999427,0.0776994,-0.948376,-1.0,1.0,-1.0,-1.0,-0.998984,0.999836,-1.0,1.0,-1.0,0.997138,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.961085,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999,-1.0,1.0,1.0,-0.99879,-1.0,0.978941,0.920008,1.0,0.793489,1.0,-0.403136,-0.993154,1.0,-0.999999,-1.0,1.0,-0.54009,1.0,-1.0,1.0,-0.343231,-0.999994,1.0,0.999994,-0.999585,0.999977,0.120938,-1.0,0.999977,1.0,-0.999977,-1.0,0.880533,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.952005,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.996844,1.0,-1.0,-1.0,1.0,-1.0,0.860267,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.999996,-0.999999,1.0,-0.999658,-0.99999,-1.0,-1.0,1.0,-1.0,-0.999771,1.0,-0.990541,1.0,-1.0,-0.996888,0.891965,1.0,-1.0,0.967961,-0.999982,0.999989,-1.0,-1.0,0.999608,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999998,0.99964,0.932994,-0.309015,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.7679,1.0,1.0,1.0,-1.0,-1.0,1.0,0.99954,-1.0,1.0,1.0,-0.44236,0.168369,-1.0,1.0,0.999148,-1.0,1.0,1.0,1.0,1.0,0.946595,-0.999987,-0.999999,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.999993,-1.0,1.0,0.999991,-1.0,-1.0,0.999996,1.0,1.0,-0.998774,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999998,0.999999,1.0,-1.0,-1.0,-0.999765,-1.0,1.0,-1.0,0.999751,1.0,-1.0,1.0,1.0,-0.999952,1.0,0.782889,1.0,0.999677,1.0,1.0,0.930132,-1.0,1.0,1.0,-1.0,0.999572,1.0,-1.0,-1.0,0.999802,1.0,1.0,1.0,-1.0,0.971566,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999426,0.295057,-1.0,-1.0,-0.929555,-1.0,-1.0,-0.998541,0.993356,-1.0,1.0,-1.0,-1.0,0.999999,1.0,1.0,-1.0,-1.0,-0.717041,-1.0,-1.0,1.0,1,0,0,0,0,0
