@relation relationship 
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.998805,1.0,0.999976,-1.0,-1.0,0.999999,0.947213,1.0,-0.999994,0.999998,-1.0,-0.999973,0.999924,-0.979857,-1.0,0.999853,0.999999,1.0,-1.0,1.0,-1.0,-1.0,0.972404,0.999466,-1.0,-0.998177,0.815375,-1.0,1.0,1.0,-1.0,-1.0,-0.999163,1.0,-1.0,-1.0,-0.950587,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0255698,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.950423,1.0,-0.822563,1.0,0.999906,-1.0,1.0,-1.0,-0.558785,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0539238,1.0,-0.999149,1.0,-0.830938,-0.98727,-1.0,0.999936,1.0,-1.0,-0.6801,0.988366,-0.999827,1.0,-1.0,-0.581388,1.0,1.0,-1.0,-0.999992,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.998368,1.0,1.0,-1.0,-1.0,-1.0,0.593282,1.0,0.999745,1.0,-1.0,1.0,0.993917,-1.0,1.0,1.0,1.0,-0.999964,0.786162,1.0,0.949923,1.0,0.999218,1.0,-1.0,-1.0,1.0,-0.101828,-1.0,1.0,1.0,-0.695317,0.999988,-1.0,1.0,0.981738,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-0.997315,1.0,-1.0,-1.0,1.0,1.0,1.0,0.955827,-1.0,-0.0316927,1.0,-1.0,-1.0,-1.0,0.999735,-0.999543,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999998,0.999966,1.0,-1.0,-1.0,0.896742,-1.0,1.0,-1.0,-0.985598,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.999827,1.0,0.999998,1.0,0.999436,-1.0,0.999999,1.0,1.0,-1.0,-0.999192,-0.907664,-1.0,-1.0,0.999915,1.0,1.0,1.0,-1.0,-0.999991,0.998992,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999999,0.999995,0.999992,-1.0,0.994945,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.886305,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999999,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.993836,1.0,0.999621,1.0,-1.0,-1.0,1.0,-0.957107,-1.0,0.999954,0.999986,1.0,-1.0,1.0,-1.0,-1.0,-0.780206,1.0,-0.983927,-1.0,1.0,-1.0,1.0,1.0,-0.998037,-1.0,1.0,1.0,-1.0,-1.0,-0.999929,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999996,1.0,-1.0,-1.0,-1.0,-0.999823,-1.0,1.0,1.0,1.0,-0.963458,0.998631,0.113095,-1.0,1.0,-1.0,0.99999,-0.999996,1.0,-1.0,-1.0,-1.0,1.0,-0.998062,1.0,0.9999,1.0,0.217234,-0.78213,-1.0,0.352078,1.0,-1.0,0.999984,-1.0,0.163458,-0.386792,-1.0,0.994404,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.999991,1.0,1.0,-1.0,-1.0,-0.999962,0.882836,1.0,0.19104,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.99988,-0.462845,0.999996,-0.951556,1.0,0.999903,1.0,-1.0,-1.0,1.0,-0.974059,-1.0,1.0,0.999946,-0.954001,-0.999555,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.93152,-1.0,0.971625,-1.0,-1.0,-0.999915,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.999781,1.0,-1.0,-1.0,-1.0,0.99672,-0.996634,-0.999996,1.0,-1.0,1.0,1.0,-0.933745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.991072,0.999976,1.0,-1.0,-1.0,-0.999921,-1.0,1.0,-1.0,-0.999993,1.0,-1.0,1.0,1.0,-0.999999,1.0,-1.0,1.0,0.99999,1.0,0.999904,-1.0,-0.999382,1.0,1.0,-1.0,-1.0,1.0,-0.999828,-1.0,0.442164,1.0,1.0,1.0,-1.0,-0.999999,0.993615,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.998625,1.0,0.999999,-1.0,-0.680789,-1.0,-1.0,-1.0,0.999998,-1.0,1.0,-1.0,0.997819,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999987,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.305194,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.999996,-0.999981,-1.0,0.999952,1.0,1.0,-1.0,1.0,-0.863192,-1.0,0.929079,1.0,-0.999999,-0.834791,1.0,-1.0,0.986774,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.99527,1.0,-1.0,0.999747,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999672,1.0,-1.0,-1.0,-1.0,-0.956437,-1.0,1.0,1.0,1.0,0.999994,1.0,-0.394938,-1.0,1.0,-1.0,-0.989771,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.996492,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.997425,-0.999995,-1.0,-0.998741,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.999997,1.0,1.0,-1.0,-1.0,-1.0,0.998526,1.0,-1.0,1.0,-1.0,1.0,0.999995,-1.0,1.0,1.0,1.0,-0.999946,0.0365997,0.999996,-1.0,1.0,-0.999357,1.0,-1.0,-1.0,1.0,0.999945,-1.0,1.0,0.99996,0.981148,0.997942,-1.0,1.0,0.998723,-1.0,1.0,1.0,1.0,1.0,0.999987,-1.0,-1.0,0.999943,-1.0,-1.0,-0.999966,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.999996,1.0,-1.0,-1.0,0.00838677,1.0,0.999978,-1.0,1.0,-0.999974,0.960382,1.0,0.999754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998407,1.0,1.0,-1.0,-1.0,-0.131766,-1.0,1.0,-1.0,0.995651,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.995938,1.0,0.589032,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.89239,1.0,1.0,1.0,-1.0,-0.975451,0.964128,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999958,0.999962,1.0,-1.0,-0.823786,-0.998199,-1.0,-1.0,0.999902,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999101,-1.0,-1.0,1.0,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,0.999999,1.0,1.0,1.0,1.0,-0.999999,1.0,0.999495,-0.999998,-1.0,1.0,0.881899,1.0,0.991753,0.999983,0.999917,-0.713677,1.0,-1.0,-1.0,1.0,0.952711,1.0,-1.0,1.0,-0.999999,-1.0,1.0,1.0,-0.995981,-0.999938,1.0,-0.999999,1.0,1.0,0.948809,-1.0,-0.931517,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.995447,1.0,-1.0,-1.0,-1.0,-0.999714,-1.0,1.0,1.0,1.0,0.999972,0.988757,-0.99232,-1.0,1.0,-1.0,0.990572,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.998836,1.0,1.0,1.0,0.219108,-1.0,-1.0,0.999949,1.0,-1.0,-0.99952,0.699475,-0.974758,1.0,-1.0,1.0,0.896675,1.0,-1.0,-0.152278,-1.0,-0.960922,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.996671,1.0,0.999837,0.999998,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.383414,-0.987115,1.0,-0.999949,1.0,-0.89487,1.0,-1.0,-1.0,1.0,0.999431,-1.0,1.0,0.999991,-1.0,-1.0,-1.0,1.0,0.999916,-1.0,1.0,1.0,1.0,1.0,1.0,-0.999999,-1.0,0.767419,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.999992,1.0,-1.0,-0.999983,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.169791,-0.987089,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.997419,1.0,-1.0,1.0,1.0,0.999987,1.0,-0.999994,1.0,0.99241,1.0,-1.0,1.0,-0.999979,1.0,1.0,-1.0,-0.99983,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.999009,-1.0,1.0,-1.0,-1.0,-1.0,-0.999204,-1.0,-1.0,-1.0,-1.0,-1.0,0.999993,1.0,0.996233,-1.0,0.937396,-0.95205,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.989621,1.0,-0.966585,0.999646,-1.0,-1.0,-0.999998,-1.0,-1.0,0.999367,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.999782,1.0,-1.0,1.0,1.0,-1.0,-0.999992,1.0,-1.0,1.0,-0.878029,1.0,-1.0,-0.99997,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.999999,-1.0,0.6625,1.0,-0.999999,-0.976107,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.629101,1.0,-1.0,0.272399,-1.0,1.0,-0.999552,1.0,1.0,-1.0,-1.0,-1.0,-0.66292,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.999925,1.0,0.931417,-1.0,1.0,-1.0,0.332729,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.99985,1.0,-1.0,-1.0,-0.876919,-1.0,1.0,-1.0,0.631008,1.0,1.0,-1.0,-0.621645,-1.0,1.0,-1.0,-1.0,0.999408,-1.0,1.0,0.999999,1.0,1.0,-1.0,-0.99883,-0.999942,-0.999833,1.0,0.998599,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999137,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.999998,-1.0,1.0,1.0,1.0,0.873931,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.966338,0.999982,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.990465,1.0,-1.0,-1.0,1.0,1.0,0.96855,-1.0,1.0,-1.0,-0.991022,1.0,0.700635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999639,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.723357,1.0,-1.0,1.0,1.0,-0.999942,1.0,-1.0,1.0,0.999131,1.0,-0.903186,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.994009,0.999952,1.0,1.0,-1.0,0.999991,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.991642,1.0,1.0,-1.0,0.987217,1.0,-1.0,-1.0,0.999999,-1.0,1.0,-1.0,0.999994,1.0,1.0,1.0,-1.0,-0.999822,-1.0,-1.0,-1.0,1.0,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.999906,1.0,0.999985,-1.0,1.0,1.0,-0.999007,-1.0,1.0,-0.958131,1.0,1.0,1.0,-0.999983,-0.999991,1.0,-0.965485,-1.0,1.0,1.0,0.999993,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.999977,-1.0,1.0,1.0,0.918499,-1.0,0.999997,1.0,-1.0,-1.0,0.971547,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.999842,-1.0,-1.0,1.0,-1.0,0.981026,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.999384,0.524984,-0.999784,1.0,0.999971,-1.0,-1.0,0.998557,1.0,-1.0,-0.9631,-0.999986,-0.99998,1.0,-1.0,0.999621,1.0,1.0,-1.0,0.999518,-1.0,1.0,-1.0,-1.0,1.0,-0.627822,1.0,0.998437,1.0,1.0,-1.0,-1.0,0.99787,0.753447,0.999768,0.975305,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.999866,-1.0,-0.952083,-1.0,1.0,-0.999999,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.999997,1.0,-0.999196,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.934932,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.999843,1.0,-0.999999,0.999648,1.0,-0.999995,1.0,1.0,-1.0,1.0,0.993847,0.999633,1.0,1.0,1.0,1.0,1.0,1.0,-0.999996,0.863256,1.0,-1.0,-1.0,-0.999982,-1.0,1.0,-1.0,0.999892,1.0,-1.0,1.0,1.0,0.249981,1.0,-1.0,1.0,-0.999876,1.0,-1.0,-0.999996,0.999975,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.06499,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.68306,-1.0,-1.0,-1.0,-1.0,-1.0,0.999238,1.0,-0.820841,-1.0,0.999408,-0.255268,-1.0,-1.0,0.999999,-1.0,1.0,-1.0,-0.983795,1.0,-0.718921,-1.0,-0.997458,-1.0,-1.0,-1.0,-1.0,0.998669,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99781,-1.0,1.0,0.720619,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.999977,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.477715,-0.999777,0.999999,1.0,-0.999978,-0.999653,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.965976,1.0,-1.0,1.0,-1.0,1.0,-0.999997,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.987698,-0.44501,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.302719,1.0,-1.0,1.0,-1.0,-1.0,-0.763659,1.0,1.0,-1.0,-0.999778,-0.9998,-1.0,-0.5816,-1.0,1.0,1.0,1.0,-1.0,0.986336,-1.0,0.999969,-1.0,-1.0,1.0,-0.998809,1.0,1.0,1.0,0.999997,-1.0,-0.897768,1.0,-0.0554301,-0.970619,1.0,1.0,-1.0,0.999728,-1.0,-0.999959,1.0,1.0,1.0,1.0,1.0,-1.0,0.979524,1.0,0.090203,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.62193,-1.0,-0.927073,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.999999,-1.0,-1.0,-1.0,-1.0,-0.999886,0.999938,-1.0,0.999915,1.0,1.0,1.0,1.0,-1.0,-0.999904,1.0,-1.0,-1.0,1.0,0.99215,0.99998,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.99259,-1.0,1.0,-1.0,0.657976,1.0,-1.0,1.0,1.0,-1.0,1.0,0.102447,1.0,0.997446,1.0,-1.0,-1.0,-0.999987,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.90538,1.0,1.0,1.0,-1.0,-1.0,-0.41095,-1.0,1.0,-1.0,-1.0,0.685346,-0.999991,-1.0,-1.0,-1.0,-1.0,-1.0,0.998922,1.0,1.0,-1.0,-0.999478,1.0,-1.0,-1.0,0.99973,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.990135,-1.0,-1.0,-0.988111,-1.0,-1.0,1.0,1,1,1,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,0.999771,1.0,0.999999,1.0,1.0,-0.999999,1.0,1.0,-0.986091,-1.0,1.0,0.999387,1.0,-0.996581,0.999995,-1.0,-0.994768,1.0,-0.999999,-1.0,1.0,0.998688,1.0,-1.0,1.0,0.992303,-1.0,-0.540006,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.610009,-1.0,1.0,1.0,-1.0,-1.0,-0.999395,1.0,-1.0,1.0,-1.0,1.0,-0.999997,1.0,1.0,-1.0,-1.0,-1.0,-0.999961,1.0,-1.0,-1.0,-1.0,-0.999965,-1.0,1.0,1.0,1.0,0.277364,0.983752,0.776588,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.56983,0.999998,-0.998667,1.0,1.0,-0.794544,-1.0,-0.91554,1.0,-1.0,0.999995,0.991424,-1.0,1.0,-1.0,1.0,-0.980994,1.0,-1.0,-0.41347,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.443386,0.999269,0.999932,0.99852,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.999699,-0.999999,0.999546,0.999998,1.0,0.999964,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.999973,-1.0,-0.999976,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.999976,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.999731,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.996858,-0.992228,-0.767615,-0.999999,1.0,-1.0,0.999997,1.0,-0.999998,1.0,-0.299041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996515,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.3191,1.0,-1.0,1.0,1.0,-0.997738,1.0,0.96319,1.0,0.915614,1.0,0.748175,-0.999999,-0.903359,1.0,1.0,-1.0,-0.999999,1.0,-0.997552,-1.0,-0.998985,1.0,1.0,1.0,-1.0,-0.999999,0.999706,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.9965,-0.999986,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.999873,0.999941,-1.0,-1.0,-0.973478,-1.0,-1.0,-1.0,0,1,1,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.880862,-1.0,0.999853,-0.99999,1.0,-1.0,1.0,-0.855214,1.0,-0.978929,1.0,-1.0,0.92114,0.999079,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.8648,-0.684085,0.85896,0.999998,-1.0,0.999892,-0.977346,-1.0,1.0,1.0,0.911682,-1.0,0.997268,1.0,-1.0,-1.0,-0.230978,0.999972,-1.0,1.0,-1.0,1.0,-0.999974,1.0,1.0,-1.0,-1.0,-0.99941,-1.0,1.0,-1.0,-1.0,-1.0,0.980701,-1.0,1.0,1.0,1.0,-1.0,-0.999894,1.0,-1.0,1.0,-1.0,0.999999,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.999997,1.0,-0.992464,-1.0,-1.0,1.0,1.0,-1.0,-0.436095,0.999366,-1.0,1.0,-1.0,0.999994,1.0,1.0,-1.0,-0.943596,-0.999635,0.999997,-1.0,-1.0,1.0,-0.999781,1.0,1.0,1.0,0.999963,-1.0,-0.884662,0.980341,-0.759729,-0.999929,1.0,1.0,-1.0,0.999999,-0.99963,-1.0,1.0,1.0,1.0,1.0,1.0,-0.957526,0.999999,1.0,0.999569,1.0,-1.0,-1.0,1.0,-0.999968,-1.0,1.0,0.983517,0.955034,0.900883,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.994982,-1.0,-1.0,-0.548822,1.0,-1.0,-0.999953,1.0,1.0,1.0,-0.999935,-1.0,0.991027,0.993873,-1.0,-1.0,0.998647,1.0,0.998969,-1.0,1.0,-1.0,0.999985,1.0,-1.0,1.0,0.999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.350889,-1.0,1.0,-1.0,0.999298,1.0,-1.0,1.0,1.0,-1.0,1.0,0.999953,1.0,1.0,1.0,-1.0,-1.0,0.999995,1.0,1.0,-1.0,-0.415652,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.996501,-1.0,1.0,-1.0,-1.0,-0.999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.909309,1.0,0.818995,-1.0,-1.0,-0.973387,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.999979,1.0,1.0,-0.999987,-1.0,-1.0,0.968954,-1.0,-1.0,0.999966,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999981,-1.0,1.0,1.0,-0.999991,-1.0,1.0,1.0,1.0,-0.823499,0.999995,-0.999762,-0.934761,1.0,-0.86806,-1.0,1.0,-0.976782,1.0,-1.0,1.0,-1.0,-1.0,0.999994,1.0,-0.99998,-0.999801,-0.943656,-1.0,1.0,1.0,0.999767,-1.0,0.99937,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.954496,1.0,-1.0,-1.0,-1.0,-0.99972,-1.0,1.0,1.0,1.0,-0.999997,-0.964048,-0.999932,-1.0,1.0,-1.0,0.984491,-0.979497,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.956687,0.997182,1.0,0.828748,-0.31395,-1.0,-0.999999,1.0,-1.0,0.998801,0.886049,-0.987461,1.0,-1.0,-0.919928,0.999991,1.0,-1.0,-0.999157,-1.0,0.995509,-1.0,-1.0,1.0,-1.0,1.0,-0.214479,1.0,1.0,-1.0,-1.0,-0.922875,1.0,1.0,0.999634,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.954769,1.0,1.0,0.829896,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.99299,-1.0,1.0,1.0,0.10147,-0.999981,-1.0,1.0,-0.832908,-1.0,1.0,1.0,0.999986,1.0,0.999022,0.956363,-1.0,0.999985,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.960107,0.999975,-0.893688,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.999839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.914017,0.999565,1.0,-1.0,-1.0,-0.999812,-1.0,1.0,-1.0,-0.841372,1.0,-1.0,1.0,1.0,-0.999859,1.0,0.981269,1.0,0.999986,1.0,1.0,0.810369,-0.999994,1.0,1.0,-1.0,0.999462,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.768952,0.999998,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.999975,-1.0,-0.999744,-0.999999,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.99995,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.99999,1,1,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998123,-1.0,1.0,1.0,-0.999999,-1.0,1.0,-0.895541,1.0,-0.998075,1.0,-1.0,-0.998514,1.0,-1.0,-1.0,1.0,0.999758,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.998825,0.954079,-1.0,1.0,-1.0,1.0,1.0,0.919051,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.999997,1.0,1.0,-1.0,-1.0,-1.0,0.988764,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.860578,1.0,0.97769,-1.0,1.0,-1.0,0.998549,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.934564,1.0,-0.993338,1.0,0.987252,-0.999999,-1.0,1.0,1.0,-1.0,-1.0,-0.995479,-1.0,0.916835,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.99897,1.0,1.0,-1.0,-0.999989,-0.996669,0.970925,1.0,0.997204,1.0,-1.0,1.0,0.999998,-0.999847,1.0,1.0,1.0,1.0,-0.99977,-0.999977,-0.999995,1.0,0.992379,1.0,-1.0,-1.0,1.0,-0.677007,-1.0,1.0,0.441219,0.826184,-0.99999,-1.0,1.0,-0.987727,-1.0,1.0,1.0,1.0,1.0,-0.963811,-1.0,-1.0,-0.99997,-1.0,-1.0,0.999678,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.999998,1.0,-1.0,-1.0,0.986939,1.0,-0.97961,-0.999629,0.999988,-1.0,0.941389,1.0,0.999631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.999991,1.0,1.0,-1.0,-1.0,-0.999488,-1.0,1.0,-1.0,-0.819217,1.0,-1.0,1.0,1.0,-0.98588,1.0,-0.988235,1.0,-0.397953,1.0,-0.999999,-1.0,0.701568,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.999969,1.0,1.0,1.0,-1.0,-0.999995,-0.676704,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.982621,1.0,1.0,-1.0,-1.0,0.995935,-1.0,-1.0,0.214946,-1.0,1.0,-1.0,1.0,1.0,1.0,0.999993,-0.999999,-1.0,-1.0,-1.0,-1.0,0.868876,0,0,0,0,1,0
